obs_id,truck_id,route,origin,destination,loaded,payload_t,total_distance_km,max_gradient_pct,surface_factor,shift_hour,congestion_level,failure_active,travel_time_min
1265,T09,S3_CR,S3,CR,1,220.0,8.135,1.57,1.15,4.37,3,0,21.17
1266,T09,S3_D2,S3,D2,1,199.7,6.362,1.39,1.35,8.2,3,0,27.87
1267,T05,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,8.44,2,0,22.57
1268,T02,S4_D2,S4,D2,1,212.4,6.638,1.49,1.35,6.51,8,0,32.04
1269,T10,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,11.99,3,0,18.9
1270,T04,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,1.92,1,1,21.27
1271,T08,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,4.54,8,0,28.54
1272,T08,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,6.67,4,0,27.6
1273,T02,S4_CR,S4,CR,1,197.6,9.692,1.49,1.15,9.99,0,0,21.62
1274,T05,S3_D2,S3,D2,1,179.1,6.362,1.39,1.35,6.11,8,0,31.88
1275,T07,S3_D2,S3,D2,1,196.7,6.362,1.39,1.35,4.05,1,1,33.2
1276,T03,S3_CR,S3,CR,1,169.2,8.135,1.57,1.15,9.7,3,0,20.01
1277,T02,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,6.02,1,0,22.12
1278,T10,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,4.02,5,0,23.81
1279,T04,S1_CR,S1,CR,1,208.3,8.767,0.8,1.15,8.41,2,0,28.76
1280,T09,S4_D2,S4,D2,1,191.0,6.638,1.49,1.35,7.63,2,0,27.64
1281,T09,S2_CR,S2,CR,1,198.7,8.334,1.39,1.15,2.61,2,0,29.51
1282,T02,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,9.49,3,0,22.62
1283,T01,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,10.93,3,0,22.63
1284,T02,S1_CR,S1,CR,1,220.0,8.767,0.8,1.15,11.83,3,0,27.38
1285,T05,S4_D2,S4,D2,1,169.4,6.638,1.49,1.35,3.03,4,1,37.17
1286,T09,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,7.56,6,0,25.0
1287,T02,S4_D2,S4,D2,1,199.3,6.638,1.49,1.35,0.44,1,0,26.16
1288,T09,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,2.62,1,0,20.61
1289,T05,S3_D2,S3,D2,1,194.1,6.362,1.39,1.35,3.95,5,0,31.14
1290,T02,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,5.62,6,0,25.19
1291,T05,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,0.19,2,0,21.41
1292,T05,S3_CR,S3,CR,1,200.6,8.135,1.57,1.15,3.74,2,0,19.08
1293,T05,S4_D2,S4,D2,1,217.4,6.638,1.49,1.35,8.94,1,0,25.41
1294,T01,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,5.39,5,0,23.87
1295,T04,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,11.82,1,1,18.85
1296,T02,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,10.3,2,0,21.68
1297,T03,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,10.07,3,0,17.84
1298,T07,S1_CR,S1,CR,1,171.6,8.767,0.8,1.15,8.48,5,1,41.37
1299,T09,S3_D2,S3,D2,1,178.7,6.362,1.39,1.35,11.7,2,0,28.7
1300,T10,S1_CR,S1,CR,1,213.5,8.767,0.8,1.15,0.07,2,0,28.33
1301,T04,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,9.36,1,0,19.81
1302,T08,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,1.38,1,1,19.12
1303,T05,S4_CR,S4,CR,1,188.9,9.692,1.49,1.15,6.19,5,0,31.03
1304,T10,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,2.91,2,0,22.82
1305,T09,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,11.03,1,0,21.93
1306,T03,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,0.15,4,0,24.1
1307,T08,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,3.77,6,0,22.17
1308,T10,S3_D2,S3,D2,1,186.3,6.362,1.39,1.35,10.93,0,0,25.81
1309,T01,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,5.45,2,0,22.39
1310,T07,S1_CR,S1,CR,1,220.0,8.767,0.8,1.15,10.28,1,0,26.02
1311,T05,S4_D2,S4,D2,1,193.9,6.638,1.49,1.35,7.73,3,0,28.99
1312,T08,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,5.53,6,0,23.94
1313,T05,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,10.28,3,0,23.92
1314,T08,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,2.91,3,0,22.41
1315,T10,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,7.12,6,0,28.05
1316,T08,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,1.09,0,0,19.91
1317,T06,S3_CR,S3,CR,1,209.9,8.135,1.57,1.15,1.88,1,0,21.06
1318,T05,S3_CR,S3,CR,1,198.4,8.135,1.57,1.15,1.06,2,0,21.91
1319,T09,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,6.56,4,0,22.4
1320,T07,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,10.1,2,0,23.39
1321,T03,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,1.24,2,0,23.73
1322,T07,S3_CR,S3,CR,1,190.6,8.135,1.57,1.15,0.41,4,0,23.1
1323,T09,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,11.26,2,0,23.22
1324,T05,S3_D2,S3,D2,1,218.1,6.362,1.39,1.35,5.15,7,0,34.04
1325,T01,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,5.27,3,0,20.33
1326,T02,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,9.08,3,0,21.15
1327,T08,S3_CR,S3,CR,1,199.1,8.135,1.57,1.15,5.5,1,0,19.4
1328,T06,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,6.28,5,1,34.3
1329,T03,S3_CR,S3,CR,1,189.6,8.135,1.57,1.15,2.28,0,0,19.64
1330,T04,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,6.74,3,0,24.97
1331,T01,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,7.94,2,0,22.24
1332,T05,S4_CR,S4,CR,1,178.1,9.692,1.49,1.15,9.69,0,0,25.1
1333,T01,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,3.03,4,0,21.89
1334,T02,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,0.6,1,1,23.78
1335,T08,S2_CR,S2,CR,1,178.0,8.334,1.39,1.15,10.2,7,0,33.96
1336,T02,S4_D2,S4,D2,1,212.8,6.638,1.49,1.35,10.53,2,0,26.83
1337,T06,S2_CR,S2,CR,1,201.3,8.334,1.39,1.15,6.94,4,0,27.07
1338,T09,S4_D2,S4,D2,1,202.0,6.638,1.49,1.35,1.21,3,0,30.12
1339,T02,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,11.49,5,0,23.55
1340,T06,S4_CR,S4,CR,1,178.8,9.692,1.49,1.15,9.39,4,0,26.48
1341,T03,S3_CR,S3,CR,1,216.2,8.135,1.57,1.15,5.36,2,0,23.0
1342,T03,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,7.27,2,0,22.63
1343,T01,S3_CR,S3,CR,1,184.1,8.135,1.57,1.15,8.57,4,0,22.97
1344,T01,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,7.07,3,0,17.02
1345,T04,S3_CR,S3,CR,1,212.0,8.135,1.57,1.15,9.15,0,1,24.45
1346,T03,S1_CR,S1,CR,1,210.0,8.767,0.8,1.15,7.4,7,0,32.42
1347,T04,S1_CR,S1,CR,1,173.9,8.767,0.8,1.15,5.83,2,0,29.0
1348,T07,S3_CR,S3,CR,1,196.0,8.135,1.57,1.15,2.55,4,0,24.74
1349,T01,S3_CR,S3,CR,1,205.2,8.135,1.57,1.15,6.42,7,0,25.86
1350,T08,S1_CR,S1,CR,1,190.9,8.767,0.8,1.15,2.02,3,0,30.13
1351,T03,S4_CR,S4,CR,1,212.7,9.692,1.49,1.15,7.76,4,0,28.04
1352,T08,S1_CR,S1,CR,1,212.2,8.767,0.8,1.15,5.13,5,0,30.52
1353,T08,S4_D2,S4,D2,1,183.0,6.638,1.49,1.35,7.07,4,0,29.8
1354,T10,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,8.16,3,0,17.42
1355,T02,S3_CR,S3,CR,1,192.8,8.135,1.57,1.15,6.94,2,0,21.22
1356,T09,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,11.48,1,0,18.17
1357,T09,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,3.88,4,0,23.91
1358,T10,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,2.33,3,0,23.7
1359,T09,S3_D2,S3,D2,1,186.7,6.362,1.39,1.35,5.73,4,0,29.52
1360,T10,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,11.45,3,0,22.59
1361,T01,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,8.58,3,0,19.18
1362,T09,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,9.07,3,0,21.9
1363,T03,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,10.46,3,0,23.97
1364,T04,S4_CR,S4,CR,1,182.4,9.692,1.49,1.15,4.93,2,1,34.88
1365,T01,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,1.71,0,0,20.9
1366,T07,S1_CR,S1,CR,1,201.9,8.767,0.8,1.15,8.41,4,0,33.55
1367,T04,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,10.31,1,0,20.98
1368,T10,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,3.98,1,0,21.23
1369,T06,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,10.96,1,1,29.09
1370,T03,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,6.81,3,0,17.9
1371,T04,S4_D2,S4,D2,1,184.2,6.638,1.49,1.35,2.94,1,0,28.02
1372,T06,S4_CR,S4,CR,1,210.4,9.692,1.49,1.15,3.51,2,0,29.53
1373,T03,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,1.06,3,0,22.44
1374,T07,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,2.72,3,0,21.13
1375,T07,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,11.91,5,0,23.22
1376,T07,S4_D2,S4,D2,1,217.5,6.638,1.49,1.35,11.48,2,0,27.36
1377,T02,S4_D2,S4,D2,1,176.6,6.638,1.49,1.35,5.19,4,0,26.94
1378,T07,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,0.15,0,0,22.59
1379,T05,S3_D2,S3,D2,1,203.2,6.362,1.39,1.35,0.64,1,0,24.8
1380,T06,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,8.65,1,0,22.31
1381,T03,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,1.21,4,0,23.58
1382,T04,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,7.36,6,0,25.46
1383,T08,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,3.42,2,0,23.21
1384,T05,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,1.46,2,0,21.19
1385,T08,S3_D2,S3,D2,1,191.5,6.362,1.39,1.35,4.58,3,0,31.58
1386,T01,S2_CR,S2,CR,1,201.2,8.334,1.39,1.15,7.66,2,1,41.0
1387,T01,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,5.61,3,0,20.25
1388,T06,S1_CR,S1,CR,1,190.5,8.767,0.8,1.15,1.21,5,0,30.36
1389,T03,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,6.78,3,0,21.91
1390,T10,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,3.86,2,0,22.54
1391,T08,S3_D2,S3,D2,1,189.6,6.362,1.39,1.35,8.96,4,0,31.15
1392,T03,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,2.45,3,0,21.22
1393,T04,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,8.83,0,0,20.01
1394,T01,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,3.19,4,0,23.45
1395,T03,S3_CR,S3,CR,1,211.8,8.135,1.57,1.15,7.24,5,0,23.28
1396,T03,S4_CR,S4,CR,1,186.3,9.692,1.49,1.15,10.65,1,0,29.03
1397,T10,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,8.81,4,0,19.85
1398,T02,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,1.64,1,0,20.39
1399,T10,S2_CR,S2,CR,1,201.5,8.334,1.39,1.15,9.57,2,0,29.07
1400,T10,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,1.35,0,0,17.8
1401,T07,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,6.72,7,0,25.04
1402,T01,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,11.57,4,1,26.59
1403,T03,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,4.4,2,0,22.73
1404,T04,S4_CR,S4,CR,1,201.4,9.692,1.49,1.15,8.72,5,0,30.7
1405,T07,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,11.7,1,0,19.13
1406,T07,S1_CR,S1,CR,1,177.4,8.767,0.8,1.15,4.51,2,0,29.25
1407,T01,S4_CR,S4,CR,1,220.0,9.692,1.49,1.15,10.77,1,0,26.46
1408,T03,S2_CR,S2,CR,1,185.5,8.334,1.39,1.15,8.29,3,0,31.89
1409,T06,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,9.89,3,1,23.47
1410,T06,S4_D2,S4,D2,1,204.9,6.638,1.49,1.35,5.78,4,1,34.88
1411,T10,S4_CR,S4,CR,1,154.2,9.692,1.49,1.15,2.56,3,0,29.16
1412,T03,S4_CR,S4,CR,1,214.6,9.692,1.49,1.15,11.36,0,0,28.4
1413,T04,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,11.52,2,0,20.14
1414,T01,S2_CR,S2,CR,1,169.0,8.334,1.39,1.15,11.32,1,0,26.59
1415,T06,S4_D2,S4,D2,1,209.8,6.638,1.49,1.35,6.33,4,0,28.46
1416,T05,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,11.67,1,0,23.47
1417,T04,S2_CR,S2,CR,1,185.1,8.334,1.39,1.15,9.94,1,0,31.48
1418,T09,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,7.5,3,0,24.69
1419,T06,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,0.86,1,0,19.49
1420,T10,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,5.1,4,0,25.7
1421,T09,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,10.9,3,0,24.18
1422,T06,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,4.83,4,0,21.15
1423,T02,S3_CR,S3,CR,1,205.0,8.135,1.57,1.15,5.14,5,0,23.82
1424,T09,S4_D2,S4,D2,1,214.1,6.638,1.49,1.35,6.7,1,0,27.93
1425,T04,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,0.22,2,0,22.54
1426,T08,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,10.19,2,0,17.24
1427,T02,S1_CR,S1,CR,1,190.5,8.767,0.8,1.15,11.98,0,1,38.2
1428,T01,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,0.73,1,0,20.08
1429,T04,S3_D2,S3,D2,1,204.5,6.362,1.39,1.35,11.11,4,1,32.83
1430,T03,S4_CR,S4,CR,1,203.8,9.692,1.49,1.15,1.12,4,0,27.79
1431,T05,S1_CR,S1,CR,1,195.5,8.767,0.8,1.15,4.6,4,0,30.63
1432,T10,S2_CR,S2,CR,1,175.7,8.334,1.39,1.15,8.87,3,0,29.43
1433,T02,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,11.44,2,1,27.49
1434,T05,S4_CR,S4,CR,1,182.2,9.692,1.49,1.15,4.32,1,1,33.06
1435,T05,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,8.72,4,0,23.84
1436,T07,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,11.08,2,0,22.46
1437,T10,S4_D2,S4,D2,1,186.5,6.638,1.49,1.35,9.56,1,0,27.75
1438,T02,S3_CR,S3,CR,1,219.2,8.135,1.57,1.15,6.73,5,0,26.12
1439,T03,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,7.84,3,0,22.36
1440,T03,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,11.63,2,0,24.02
1441,T05,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,9.06,2,0,23.98
1442,T08,S1_CR,S1,CR,1,190.9,8.767,0.8,1.15,8.55,4,0,28.54
1443,T07,S1_CR,S1,CR,1,195.8,8.767,0.8,1.15,6.98,4,0,28.44
1444,T10,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,2.06,2,0,22.79
1445,T04,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,7.36,4,0,22.76
1446,T06,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,11.33,3,1,24.95
1447,T08,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,1.23,2,0,20.73
1448,T03,S4_CR,S4,CR,1,211.0,9.692,1.49,1.15,2.47,4,0,32.58
1449,T07,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,9.48,1,0,22.46
1450,T05,S3_CR,S3,CR,1,181.5,8.135,1.57,1.15,0.55,0,0,19.9
1451,T04,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,2.83,5,0,21.29
1452,T07,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,1.84,3,0,24.07
1453,T10,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,2.78,2,0,22.65
1454,T02,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,5.84,5,0,21.14
1455,T04,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,0.07,1,0,20.27
1456,T08,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,7.24,2,0,16.36
1457,T02,S1_CR,S1,CR,1,183.9,8.767,0.8,1.15,8.81,2,0,26.05
1458,T07,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,4.07,2,0,19.64
1459,T04,S4_D2,S4,D2,1,196.2,6.638,1.49,1.35,3.52,1,0,25.99
1460,T09,S3_D2,S3,D2,1,193.5,6.362,1.39,1.35,8.96,3,0,27.3
1461,T09,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,5.02,5,0,23.29
1462,T03,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,5.37,3,0,22.44
1463,T08,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,9.89,1,0,23.58
1464,T04,S1_CR,S1,CR,1,211.3,8.767,0.8,1.15,3.76,4,0,29.45
1465,T05,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,2.13,1,0,23.31
1466,T09,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,2.73,0,0,22.06
1467,T06,S4_CR,S4,CR,1,219.8,9.692,1.49,1.15,8.2,3,0,27.64
1468,T10,S2_CR,S2,CR,1,206.1,8.334,1.39,1.15,9.99,3,0,26.68
1469,T01,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,9.37,2,0,19.91
1470,T04,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,6.02,4,0,24.92
1471,T06,S3_CR,S3,CR,1,179.4,8.135,1.57,1.15,4.58,3,0,21.21
1472,T01,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,9.75,2,1,32.86
1473,T01,S4_CR,S4,CR,1,173.4,9.692,1.49,1.15,11.64,2,0,26.8
1474,T03,S4_D2,S4,D2,1,219.4,6.638,1.49,1.35,10.47,4,0,30.07
1475,T07,S3_D2,S3,D2,1,196.3,6.362,1.39,1.35,6.58,2,0,25.36
1476,T05,S1_CR,S1,CR,1,216.4,8.767,0.8,1.15,3.2,3,0,28.86
1477,T05,S1_CR,S1,CR,1,189.4,8.767,0.8,1.15,1.69,2,0,29.13
1478,T09,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,3.32,3,0,24.51
1479,T09,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,1.29,3,0,24.49
1480,T10,S2_CR,S2,CR,1,184.9,8.334,1.39,1.15,8.75,1,1,38.99
1481,T07,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,2.26,3,0,23.55
1482,T05,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,0.23,0,0,15.44
1483,T09,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,6.97,4,0,22.31
1484,T03,S4_CR,S4,CR,1,196.2,9.692,1.49,1.15,2.28,2,0,23.56
1485,T03,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,10.38,1,0,20.94
1486,T06,S3_D2,S3,D2,1,182.9,6.362,1.39,1.35,10.27,1,0,25.19
1487,T02,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,9.78,3,1,33.93
1488,T07,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,11.16,2,0,22.37
1489,T10,S3_D2,S3,D2,1,188.9,6.362,1.39,1.35,6.6,4,0,30.86
1490,T04,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,3.38,1,0,22.05
1491,T02,S3_D2,S3,D2,1,171.3,6.362,1.39,1.35,5.53,4,0,27.47
1492,T05,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,11.09,3,0,23.39
1493,T08,S1_CR,S1,CR,1,206.1,8.767,0.8,1.15,8.45,2,0,31.42
1494,T07,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,0.77,2,0,23.96
1495,T07,S1_CR,S1,CR,1,191.3,8.767,0.8,1.15,11.44,1,1,34.89
1496,T02,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,9.37,3,0,22.47
1497,T03,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,4.31,3,0,23.25
1498,T09,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,11.04,3,0,22.18
1499,T03,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,5.9,1,0,16.17
1500,T10,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,3.71,8,0,28.25
1501,T06,S4_CR,S4,CR,1,211.4,9.692,1.49,1.15,9.47,2,0,30.06
1502,T06,S3_CR,S3,CR,1,164.4,8.135,1.57,1.15,11.23,4,0,22.2
1503,T05,S4_D2,S4,D2,1,199.6,6.638,1.49,1.35,4.58,2,0,27.33
1504,T07,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,3.41,4,0,23.75
1505,T05,S1_CR,S1,CR,1,196.4,8.767,0.8,1.15,6.46,1,0,25.3
1506,T02,S4_CR,S4,CR,1,164.2,9.692,1.49,1.15,10.66,3,0,30.01
1507,T10,S3_CR,S3,CR,1,183.3,8.135,1.57,1.15,0.01,3,0,20.34
1508,T01,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,1.03,2,0,23.13
1509,T04,S4_D2,S4,D2,1,198.0,6.638,1.49,1.35,5.99,3,0,27.4
1510,T10,S3_D2,S3,D2,1,215.0,6.362,1.39,1.35,2.27,1,0,25.65
1511,T09,S1_CR,S1,CR,1,191.2,8.767,0.8,1.15,8.98,1,0,26.89
1512,T06,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,11.1,2,0,22.99
1513,T01,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,1.63,1,0,22.15
1514,T01,S4_CR,S4,CR,1,216.8,9.692,1.49,1.15,1.14,4,0,27.55
1515,T09,S4_D2,S4,D2,1,182.4,6.638,1.49,1.35,2.31,3,0,28.04
1516,T05,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,11.73,2,0,22.54
1517,T03,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,2.29,6,0,26.3
1518,T01,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,0.16,1,0,17.69
1519,T02,S1_CR,S1,CR,1,187.8,8.767,0.8,1.15,8.9,2,0,28.97
1520,T09,S4_CR,S4,CR,1,196.2,9.692,1.49,1.15,10.9,2,0,28.38
1521,T02,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,10.68,1,0,21.91
1522,T04,S2_CR,S2,CR,1,191.2,8.334,1.39,1.15,2.09,2,0,26.63
1523,T07,S3_D2,S3,D2,1,200.0,6.362,1.39,1.35,7.66,2,0,26.85
1524,T09,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,4.78,4,0,23.72
1525,T07,S2_CR,S2,CR,1,190.8,8.334,1.39,1.15,8.73,2,0,27.91
1526,T04,S3_CR,S3,CR,1,198.7,8.135,1.57,1.15,1.16,2,0,21.63
1527,T10,S4_D2,S4,D2,1,203.7,6.638,1.49,1.35,10.96,2,0,28.44
1528,T06,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,10.85,0,0,21.39
1529,T03,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,6.33,3,0,21.27
1530,T09,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,1.67,4,0,21.42
1531,T02,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,6.64,4,0,23.66
1532,T06,S3_CR,S3,CR,1,209.5,8.135,1.57,1.15,5.41,3,0,23.8
1533,T02,S4_CR,S4,CR,1,219.2,9.692,1.49,1.15,4.02,3,0,28.66
1534,T09,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,4.99,4,0,24.69
1535,T02,S4_CR,S4,CR,1,180.2,9.692,1.49,1.15,10.48,2,0,26.43
1536,T03,S4_D2,S4,D2,1,206.6,6.638,1.49,1.35,4.29,2,0,25.49
1537,T07,S4_D2,S4,D2,1,186.9,6.638,1.49,1.35,11.65,3,0,25.82
1538,T03,S4_D2,S4,D2,1,214.6,6.638,1.49,1.35,6.93,2,0,27.46
1539,T05,S4_D2,S4,D2,1,219.0,6.638,1.49,1.35,4.06,5,0,29.27
1540,T01,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,3.42,2,0,21.18
1541,T09,S2_CR,S2,CR,1,190.6,8.334,1.39,1.15,4.26,0,0,26.18
1542,T06,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,3.44,3,0,23.09
1543,T05,S3_D2,S3,D2,1,198.3,6.362,1.39,1.35,3.19,2,0,27.85
1544,T09,S3_CR,S3,CR,1,189.9,8.135,1.57,1.15,4.21,2,0,21.35
1545,T05,S2_CR,S2,CR,1,181.8,8.334,1.39,1.15,10.66,2,0,29.14
1546,T06,S1_CR,S1,CR,1,157.5,8.767,0.8,1.15,0.31,1,0,26.83
1547,T07,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,7.61,3,0,21.93
1548,T08,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,10.17,4,0,15.73
1549,T02,S4_D2,S4,D2,1,219.1,6.638,1.49,1.35,3.6,1,0,23.66
1550,T01,S3_CR,S3,CR,1,198.3,8.135,1.57,1.15,0.0,2,0,20.4
1551,T01,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,1.76,3,0,25.94
1552,T02,S1_CR,S1,CR,1,166.6,8.767,0.8,1.15,1.52,4,0,31.12
1553,T05,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,1.88,2,0,21.11
1554,T10,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,5.83,3,0,23.58
